ID,LTV,CLTV,Orig_Bal,Orig_Date,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
3073,80,100,206400,31-08-2006,360,7.75,MN,602,Owner Occupied,ARM
4315,80,100,206392,12-09-2006,480,8.1,FL,629,Owner Occupied,ARM
3959,80,100,206360,23-08-2006,480,9.25,WA,650,Owner Occupied,ARM
2103,75,75,206250,29-08-2006,480,9,IL,501,Owner Occupied,ARM
250,80,100,206000,23-08-2006,480,7.55,CO,603,Owner Occupied,ARM
302,89.96,89.96,206000,31-08-2006,360,8.4,FL,515,Owner Occupied,ARM
1833,80,100,206000,25-08-2006,360,7.25,MD,643,Owner Occupied,ARM
2722,45.78,45.78,206000,28-08-2006,360,7.25,MD,611,Owner Occupied,ARM
2992,87.66,87.66,206000,22-08-2006,480,7.45,FL,627,Owner Occupied,Fix
3167,80,100,206000,31-08-2006,480,7.05,UT,625,Owner Occupied,ARM
4670,82.4,82.4,206000,05-09-2006,360,8,NM,610,Owner Occupied,ARM
3270,80,100,205600,23-08-2006,480,9.15,CA,702,Owner Occupied,ARM
2457,95,95,205200,30-08-2006,360,7.85,FL,658,Owner Occupied,Fix
2646,95,100,205200,18-08-2006,360,10.75,AZ,694,Owner Occupied,ARM
414,73.21,73.21,205000,31-08-2006,360,8.75,CA,504,Owner Occupied,ARM
3034,80,100,204800,31-08-2006,480,8.55,FL,658,Owner Occupied,Fix
4041,90,90,204750,30-08-2006,360,8.55,NJ,752,Investor Owned,ARM
1634,95,95,204250,28-08-2006,480,8.9,FL,596,Owner Occupied,ARM
1982,95,95,204250,25-08-2006,360,7.9,FL,768,Owner Occupied,ARM
429,85,100,204000,30-08-2006,360,9.05,TN,501,Owner Occupied,ARM
1219,80,80,204000,16-08-2006,360,9.6,AZ,501,Owner Occupied,ARM
1360,80,100,204000,24-08-2006,360,7.9,CT,655,Owner Occupied,ARM
1550,85,85,204000,24-08-2006,360,7.2,TX,559,Owner Occupied,Fix
1726,80,100,204000,25-08-2006,480,8.15,WA,649,Owner Occupied,ARM
1850,80,100,204000,18-08-2006,360,9.1,CA,675,Owner Occupied,ARM
2094,80,100,204000,08-09-2006,480,8.1,CA,615,Owner Occupied,ARM
2230,80,80,204000,22-08-2006,360,7.75,CA,564,Owner Occupied,ARM
2520,80,80,204000,23-08-2006,360,8.99,FL,507,Owner Occupied,ARM
3248,80,100,204000,25-08-2006,360,7.637,LA,641,Owner Occupied,ARM
3341,85,85,204000,05-09-2006,360,8.9,AZ,677,Investor Owned,ARM
3663,80,100,204000,29-08-2006,360,8.35,MN,637,Owner Occupied,ARM
3685,80,100,204000,23-08-2006,480,8.8,AZ,644,Owner Occupied,ARM
3935,80,100,204000,29-08-2006,360,8.05,AZ,701,Owner Occupied,ARM
4079,80,100,204000,20-09-2006,480,7.525,UT,628,Owner Occupied,ARM
4420,80,100,203920,31-08-2006,360,7.6,NY,688,Owner Occupied,ARM
2976,89.99,89.99,203800,29-08-2006,360,8.6,NV,667,Second Home ÿÿ,ARM
2488,89.94,89.94,203000,30-08-2006,360,8.625,CO,579,Owner Occupied,ARM
260,90,90,202860,01-09-2006,360,8.15,OR,539,Owner Occupied,ARM
357,90,100,202500,14-08-2006,360,8.7,MO,562,Owner Occupied,ARM
412,90,90,202500,14-08-2006,360,7.65,FL,662,Owner Occupied,Fix
1659,75,75,202500,22-08-2006,360,9.5,FL,514,Owner Occupied,Fix
3913,90,90,202500,25-08-2006,360,8.45,AZ,608,Owner Occupied,ARM
4540,90,90,202500,06-09-2006,360,7.75,AZ,507,Owner Occupied,ARM
4842,90,90,202500,28-08-2006,480,10.1,AZ,632,Investor Owned,ARM
2326,95,95,202350,12-06-2006,360,8.9,FL,608,Owner Occupied,ARM
1714,80,100,202320,29-08-2006,360,8,IL,710,Owner Occupied,ARM
3627,85,85,202300,28-08-2006,360,6.8,IL,632,Owner Occupied,ARM
1691,87.83,87.83,202000,28-08-2006,360,8.15,FL,550,Owner Occupied,Fix
2238,61.21,61.21,202000,30-08-2006,360,8.65,MD,597,Owner Occupied,Fix
1956,56.09,56.09,201924,31-08-2006,360,8,FL,537,Owner Occupied,ARM
1449,77.54,77.54,201615,16-08-2006,360,8.25,PA,515,Owner Occupied,ARM
3140,90,90,201600,31-08-2006,360,8.05,IL,543,Owner Occupied,ARM
3425,95,95,201400,22-08-2006,360,10,NJ,603,Owner Occupied,Fix
872,83.86,83.86,201000,30-08-2006,360,6.375,FL,786,Owner Occupied,ARM
4044,80,100,200800,28-08-2006,480,7.9,NJ,662,Owner Occupied,ARM
4295,80,80,200800,30-08-2006,480,7.8,IL,528,Owner Occupied,ARM
4320,90,90,200772,20-03-2006,360,8.3,WI,650,Owner Occupied,ARM
1862,90,90,200700,18-08-2006,360,11.95,WI,544,Owner Occupied,ARM
2497,90,90,200700,22-08-2006,360,9.45,IL,641,Investor Owned,ARM
4523,90,90,200700,08-09-2006,480,9.35,OR,687,Investor Owned,ARM
1241,85,85,200600,21-08-2006,360,7.05,MN,675,Owner Occupied,Fix
2970,48.27,48.27,200300,19-09-2006,360,9.45,CA,513,Owner Occupied,ARM
92,81.63,81.63,200000,14-09-2006,480,8.35,AZ,577,Owner Occupied,ARM
282,80,100,200000,10-08-2006,480,7.35,WA,621,Owner Occupied,ARM
604,80,100,200000,29-08-2006,360,7.55,CA,615,Owner Occupied,ARM
727,77.52,77.52,200000,23-08-2006,360,7.95,FL,520,Owner Occupied,ARM
739,80,100,200000,31-08-2006,360,7.9,CA,648,Owner Occupied,ARM
877,100,100,200000,31-08-2006,360,8.5,MI,710,Owner Occupied,ARM
955,83.33,83.33,200000,06-09-2006,360,7.99,FL,695,Owner Occupied,ARM
976,80,100,200000,31-08-2006,360,8.05,IL,712,Owner Occupied,ARM
1201,78.43,78.43,200000,05-09-2006,360,7.95,FL,575,Owner Occupied,Fix
1440,80,100,200000,28-08-2006,480,7.8,FL,609,Owner Occupied,ARM
1706,86.96,86.96,200000,31-08-2006,360,7.05,MD,623,Owner Occupied,Fix
2054,47.06,47.06,200000,07-09-2006,360,7.99,CA,626,Owner Occupied,Fix
2112,51.81,51.81,200000,07-09-2006,480,7.6,WA,620,Owner Occupied,ARM
2189,93.9,93.9,200000,30-08-2006,480,9.9,CO,588,Owner Occupied,ARM
2242,38.46,38.46,200000,30-08-2006,480,7.95,CA,533,Owner Occupied,ARM
2295,80,100,200000,22-08-2006,360,7.1,IL,645,Owner Occupied,ARM
2329,80,100,200000,28-06-2006,360,8.25,CA,640,Owner Occupied,ARM
2439,80,100,200000,05-09-2006,360,6.65,FL,713,Owner Occupied,ARM
2496,36.36,36.36,200000,13-09-2006,360,7.75,NY,526,Owner Occupied,Fix
2787,74.07,74.07,200000,23-08-2006,360,8.35,NJ,514,Owner Occupied,ARM
2850,80,100,200000,31-08-2006,360,8.3,FL,615,Owner Occupied,ARM
3342,66.67,66.67,200000,06-09-2006,360,8.6,FL,544,Owner Occupied,ARM
3346,80,80,200000,30-08-2006,360,9.8,NH,526,Owner Occupied,ARM
3401,78.43,78.43,200000,30-08-2006,360,8.888,RI,626,Investor Owned,ARM
3669,33.33,33.33,200000,31-08-2006,360,6.45,FL,624,Owner Occupied,ARM
4374,55.56,55.56,200000,06-09-2006,360,7.75,MD,654,Owner Occupied,Fix
2669,80,100,199960,25-08-2006,360,7.3,AZ,633,Owner Occupied,ARM
4648,80,100,199920,07-09-2006,360,7.15,UT,616,Owner Occupied,ARM
4701,80,100,199836,23-08-2006,480,8.3,CO,600,Owner Occupied,ARM
2090,90,90,199800,29-08-2006,480,8.925,AZ,529,Owner Occupied,ARM
3106,90,90,199800,11-08-2006,480,10.6,NV,574,Owner Occupied,ARM
3739,80,100,199760,25-08-2006,360,8.225,MN,673,Owner Occupied,ARM
517,70,70,199500,11-09-2006,360,10.55,IL,555,Owner Occupied,ARM
1274,95,95,199500,14-08-2006,360,8.75,FL,627,Owner Occupied,Fix
1845,95,95,199500,14-08-2006,360,8.9,IL,629,Owner Occupied,ARM
3646,74.16,74.16,199500,23-08-2006,360,7.95,MD,552,Owner Occupied,Fix
4704,95,95,199500,31-08-2006,480,9.5,IL,620,Owner Occupied,ARM
2061,82,82,199260,28-08-2006,360,9.85,NV,515,Owner Occupied,ARM
2740,79.71,79.71,199200,31-08-2006,360,8.85,PA,552,Owner Occupied,ARM
4451,80,100,199200,08-09-2006,360,7.75,IL,702,Owner Occupied,ARM
530,53.07,53.07,199000,19-09-2006,360,9.99,NJ,604,Owner Occupied,ARM
3586,89.64,89.64,199000,30-08-2006,480,8.65,NJ,552,Owner Occupied,ARM
4013,90,90,198900,18-09-2006,480,7.95,AZ,561,Owner Occupied,ARM
512,82.08,82.08,198873,01-09-2006,360,7.875,MD,642,Owner Occupied,Fix
3945,89.98,89.98,198850,31-08-2006,480,8.025,FL,670,Investor Owned,ARM
3306,88.49,88.49,198741,22-08-2006,360,7.125,FL,697,Owner Occupied,Fix
2178,85,85,198475,29-08-2006,360,7.1,MN,664,Owner Occupied,ARM
330,80,80,198400,07-09-2006,480,7.85,AZ,652,Owner Occupied,ARM
1456,80,100,198400,25-08-2006,360,8.3,CA,608,Owner Occupied,ARM
181,90,90,198000,30-08-2006,360,7.75,NM,577,Owner Occupied,ARM
310,81.78,81.78,198000,31-08-2006,360,7.625,CA,610,Owner Occupied,ARM
956,90,90,198000,21-08-2006,360,8.7,MI,566,Owner Occupied,ARM
1254,90,90,198000,14-08-2006,480,7.55,FL,626,Owner Occupied,ARM
1439,90,90,198000,15-08-2006,360,9.15,FL,582,Owner Occupied,ARM
2206,90,90,198000,31-08-2006,480,9.5,AZ,565,Owner Occupied,ARM
3209,90,90,198000,31-08-2006,360,7.6,AZ,648,Owner Occupied,ARM
3478,80,100,198000,21-08-2006,360,8.1,CA,641,Owner Occupied,ARM
3480,90,90,198000,21-08-2006,360,9.85,AZ,511,Owner Occupied,ARM
4753,79.2,79.2,198000,11-09-2006,360,7.35,FL,600,Owner Occupied,ARM
4886,89.59,89.59,198000,01-09-2006,360,7.5,FL,622,Owner Occupied,Fix
3516,90,90,197897,31-08-2006,480,7.25,MN,606,Owner Occupied,ARM
1792,100,100,197500,31-08-2006,360,9.24,TX,586,Owner Occupied,ARM
4774,85,85,197200,30-08-2006,360,8.99,IL,506,Owner Occupied,ARM
509,95,95,197125,30-08-2006,480,9.887,IL,645,Owner Occupied,ARM
1037,90,90,197100,21-08-2006,360,8.9,WI,597,Owner Occupied,ARM
1546,80,80,196800,31-08-2006,360,8.4,IL,533,Owner Occupied,ARM
1320,95,95,196650,30-08-2006,360,8.05,TX,617,Owner Occupied,ARM
772,83.97,83.97,196500,23-08-2006,360,7.999,IL,613,Owner Occupied,ARM
3961,90,100,196200,05-09-2006,480,7.99,FL,675,Owner Occupied,ARM
4625,90,90,196200,13-09-2006,360,9.95,NC,551,Owner Occupied,ARM
783,80,100,196000,06-09-2006,360,8.15,AZ,619,Owner Occupied,ARM
1022,80,100,196000,18-08-2006,360,6.75,AZ,604,Owner Occupied,ARM
1476,80,100,196000,23-08-2006,360,7.55,FL,615,Owner Occupied,ARM
2354,80,100,196000,31-08-2006,360,9.05,FL,651,Owner Occupied,ARM
2420,75.71,75.71,196000,30-08-2006,360,6.625,MD,674,Owner Occupied,ARM
3605,79.03,79.03,196000,25-08-2006,360,7.95,NJ,541,Owner Occupied,ARM
3942,80,100,196000,08-09-2006,480,7.95,AZ,681,Owner Occupied,ARM
4196,80,100,196000,30-08-2006,360,8.65,AL,610,Owner Occupied,ARM
88,80,100,195992,31-08-2006,360,8.25,FL,645,Owner Occupied,ARM
2998,85,85,195925,17-08-2006,360,8.35,AZ,550,Investor Owned,ARM
3043,80,100,195920,28-08-2006,480,7.5,FL,653,Owner Occupied,ARM
2579,95,95,195700,12-06-2006,360,7.5,NJ,744,Owner Occupied,ARM
3502,85,85,195500,30-08-2006,360,7.25,IL,610,Owner Occupied,Fix
3406,82.38,82.38,195151,05-09-2006,300,7.625,FL,663,Owner Occupied,Fix
1901,90,90,195120,16-08-2006,360,7.125,GA,759,Owner Occupied,Fix
1166,48.75,48.75,195000,28-08-2006,480,8.05,FL,577,Owner Occupied,ARM
1294,73.81,73.81,195000,22-06-2006,360,6.75,FL,567,Owner Occupied,ARM
1658,60,60,195000,30-08-2006,480,6.9,NJ,632,Owner Occupied,Fix
2105,52,52,195000,06-06-2006,480,7.75,AL,551,Owner Occupied,ARM
2196,46.43,46.43,195000,05-09-2006,480,8.15,CA,568,Owner Occupied,Fix
2277,84.78,84.78,195000,30-08-2006,360,9.3,LA,582,Owner Occupied,ARM
2563,59.09,59.09,195000,07-09-2006,360,7.75,FL,555,Owner Occupied,Fix
3282,87.14,87.14,195000,15-08-2006,360,7.625,PA,680,Owner Occupied,Fix
4372,58.21,58.21,195000,11-09-2006,360,7.55,FL,540,Owner Occupied,Fix
4602,80,100,194800,30-08-2006,480,7.75,NV,674,Owner Occupied,ARM
945,95,95,194750,05-09-2006,480,7.9,PA,631,Owner Occupied,ARM
1442,95,95,194750,25-08-2006,480,7.6,IL,609,Owner Occupied,ARM
2147,95,95,194750,14-08-2006,360,10.35,NJ,592,Owner Occupied,ARM
2581,95,95,194750,23-08-2006,360,7.95,CO,623,Owner Occupied,Fix
3581,95,95,194750,28-08-2006,360,8.45,IL,625,Investor Owned,ARM
3859,95,95,194750,25-08-2006,360,7.25,FL,679,Owner Occupied,ARM
4353,95,100,194750,31-08-2006,480,8.8,AZ,707,Investor Owned,ARM
4778,95,95,194750,11-08-2006,360,9.9,NY,722,Owner Occupied,Fix
3523,85,85,194650,29-08-2006,360,8.875,FL,553,Owner Occupied,ARM
472,90,90,194400,21-08-2006,480,11.2,AZ,606,Investor Owned,ARM
312,85,85,193800,17-05-2006,360,8.5,KS,661,Owner Occupied,Fix
4680,95,95,193800,08-09-2006,360,10.3,TX,609,Owner Occupied,ARM
3919,80,80,193600,31-08-2006,480,7.8,IL,613,Owner Occupied,Fix
4524,80,100,193600,24-08-2006,360,9.35,MA,657,Owner Occupied,ARM
30,75,75,193500,25-08-2006,360,10.4,AZ,515,Owner Occupied,ARM
1521,90,90,193500,31-08-2006,480,9.4,AZ,596,Owner Occupied,ARM
4446,90,90,193500,06-09-2006,360,6.99,FL,652,Owner Occupied,Fix
4141,87.73,87.73,193000,30-08-2006,360,9.3,WI,595,Owner Occupied,ARM
4733,77.2,77.2,193000,01-09-2006,360,7.05,NY,604,Owner Occupied,Fix
3221,95,95,192850,23-08-2006,480,9.99,AZ,631,Investor Owned,ARM
3203,69.25,69.25,192500,15-08-2006,360,8.5,FL,508,Owner Occupied,ARM
885,55,55,192028,18-09-2006,360,7.75,AZ,594,Owner Occupied,Fix
76,57.31,57.31,192000,31-08-2006,480,6.99,IL,587,Owner Occupied,Fix
758,80,100,192000,16-08-2006,360,6.925,FL,727,Owner Occupied,ARM
778,80,100,192000,25-08-2006,360,7.75,CA,629,Owner Occupied,ARM
1006,79.44,79.44,192000,23-08-2006,360,8.5,AZ,614,Owner Occupied,Fix
1268,80,100,192000,15-09-2006,480,8.3,UT,640,Owner Occupied,ARM
1864,80,100,192000,25-08-2006,360,6.5,FL,688,Owner Occupied,ARM
1874,79.67,79.67,192000,29-08-2006,480,9.15,NJ,565,Owner Occupied,ARM
1925,80,100,192000,30-08-2006,360,7.15,AZ,688,Owner Occupied,ARM
3453,78.37,78.37,192000,23-08-2006,360,7.45,WI,567,Owner Occupied,ARM
4154,33.68,33.68,192000,07-09-2006,360,9.05,CA,515,Owner Occupied,ARM
4188,80,100,192000,12-09-2006,360,8.25,ID,625,Owner Occupied,Fix
4649,80,100,192000,05-09-2006,480,8,FL,651,Owner Occupied,ARM
4728,80,80,192000,23-08-2006,360,7.95,TX,517,Owner Occupied,Fix
4405,80,100,191920,28-08-2006,360,6.9,CO,661,Owner Occupied,ARM
4257,90,90,191700,30-08-2006,360,9.9,IL,560,Owner Occupied,ARM
3664,85.87,85.87,191500,21-08-2006,360,9.35,IL,551,Owner Occupied,ARM
4046,85,85,191250,16-08-2006,360,9.15,IL,573,Owner Occupied,Fix
1938,80,100,191200,25-08-2006,480,7.3,FL,682,Owner Occupied,ARM
1799,86.82,86.82,191000,30-08-2006,480,8.225,CT,544,Owner Occupied,ARM
1871,89.97,89.97,191000,30-08-2006,360,7.875,WI,661,Owner Occupied,Fix
3587,83.66,83.66,191000,11-09-2006,480,6.45,FL,630,Owner Occupied,ARM
1673,90,90,190980,30-08-2006,360,8.4,MO,568,Owner Occupied,ARM
3087,80,100,190800,01-09-2006,360,7.99,LA,629,Owner Occupied,ARM
4585,90,90,190800,28-08-2006,480,8.9,MN,562,Owner Occupied,ARM
657,95,95,190475,06-09-2006,480,8.5,NM,594,Owner Occupied,ARM
2965,90,90,190350,07-09-2006,360,8.9,FL,733,Investor Owned,ARM
4346,80,100,190283,31-08-2006,480,9.45,AZ,651,Owner Occupied,ARM
3387,90,90,190125,11-08-2006,360,9.8,LA,577,Owner Occupied,ARM
231,82.25,82.25,190000,25-08-2006,480,8.5,IL,652,Owner Occupied,ARM
571,86.36,86.36,190000,21-08-2006,360,8.25,FL,633,Owner Occupied,Fix
932,95,95,190000,21-08-2006,360,8.9,PA,620,Owner Occupied,ARM
1591,95,95,190000,18-08-2006,360,8.25,PA,602,Owner Occupied,ARM
1668,89.62,89.62,190000,21-08-2006,360,8.975,WI,579,Owner Occupied,ARM
1910,89.84,89.84,190000,31-08-2006,480,8.95,FL,614,Owner Occupied,ARM
2160,89.84,89.84,190000,07-09-2006,360,8.9,FL,733,Investor Owned,ARM
2173,95,95,190000,01-09-2006,360,8,MD,601,Owner Occupied,ARM
3025,47.5,47.5,190000,25-08-2006,480,7.65,CA,607,Owner Occupied,ARM
3312,79.83,79.83,190000,25-08-2006,360,9.85,NY,520,Owner Occupied,Fix
4125,80,100,190000,11-09-2006,480,8.7,CA,648,Owner Occupied,ARM
4143,83.33,83.33,190000,12-09-2006,480,6.8,AZ,642,Owner Occupied,ARM
4857,95,95,190000,08-09-2006,480,10.25,CA,566,Owner Occupied,ARM
4808,95,95,189905,28-08-2006,360,7.9,TX,632,Owner Occupied,Fix
3017,80,80,189600,28-08-2006,480,8.25,FL,591,Owner Occupied,ARM
4442,85,85,189550,31-08-2006,360,8.65,CO,548,Owner Occupied,ARM
1058,95,95,189525,24-08-2006,360,9.975,AZ,533,Owner Occupied,ARM
2398,39.85,39.85,189300,15-08-2006,240,8.25,CA,573,Owner Occupied,Fix
3592,95,100,189050,13-09-2006,360,9.2,AZ,658,Owner Occupied,ARM
309,90,90,189000,14-08-2006,360,8.7,PA,569,Owner Occupied,Fix
498,90,90,189000,16-08-2006,360,8.3,FL,693,Investor Owned,ARM
863,75,75,189000,05-09-2006,360,9.65,FL,564,Owner Occupied,ARM
1467,94.98,94.98,189000,26-07-2006,360,9.7,FL,627,Owner Occupied,ARM
1758,90,90,189000,18-07-2006,360,8.9,IL,575,Investor Owned,ARM
2289,75,75,189000,23-08-2006,360,8.57,WA,530,Owner Occupied,ARM
3028,90,90,189000,16-08-2006,480,8.35,NJ,569,Owner Occupied,ARM
4150,90,90,189000,05-09-2006,360,9.625,IL,634,Owner Occupied,ARM
4164,90,90,189000,30-08-2006,480,7.65,IL,601,Owner Occupied,ARM
4407,90,90,189000,30-08-2006,360,6.75,PA,721,Owner Occupied,Fix
4493,70,70,189000,30-08-2006,360,12.4,PA,504,Owner Occupied,ARM
4672,78.75,78.75,189000,29-08-2006,360,7.7,FL,529,Owner Occupied,Fix
4699,90,90,189000,31-08-2006,480,8.6,IL,556,Owner Occupied,ARM
4745,90,100,189000,15-09-2006,480,9.45,CA,613,Owner Occupied,ARM
4270,90,100,188910,23-08-2006,360,9.1,MI,540,Owner Occupied,ARM
4258,89.98,89.98,188500,05-09-2006,360,7,IL,669,Owner Occupied,Fix
1816,75,75,188250,22-08-2006,360,8.925,OR,632,Investor Owned,ARM
2460,67.23,67.23,188250,05-09-2006,360,7.75,FL,539,Owner Occupied,ARM
817,90,90,188100,23-08-2006,480,9.74,IL,713,Investor Owned,ARM
2462,90,90,188100,18-08-2006,480,7.89,FL,586,Owner Occupied,ARM
1657,90,90,188010,28-08-2006,360,7.875,GA,687,Owner Occupied,Fix
213,80,100,188000,14-08-2006,480,7.99,FL,604,Owner Occupied,Fix
394,79.49,79.49,188000,29-08-2006,360,7.875,FL,571,Owner Occupied,ARM
502,80,100,188000,06-09-2006,480,7.9,NV,610,Owner Occupied,ARM
632,71.76,71.76,188000,17-08-2006,360,7.5,FL,509,Owner Occupied,ARM
738,80,100,188000,21-08-2006,480,7.992,AZ,686,Owner Occupied,ARM
813,80,100,188000,11-08-2006,480,8.15,DE,641,Owner Occupied,ARM
1074,91.71,91.71,188000,23-05-2006,480,8.15,TX,627,Owner Occupied,Fix
1693,80,100,188000,05-09-2006,480,8.65,FL,649,Owner Occupied,ARM
2036,80,80,188000,31-08-2006,360,9.8,CO,518,Owner Occupied,ARM
2204,80,100,188000,22-08-2006,360,7.3,IL,631,Owner Occupied,ARM
2431,49.6,49.6,188000,21-08-2006,360,7.95,CO,524,Owner Occupied,Fix
2679,80,100,188000,28-08-2006,480,7.925,CO,646,Owner Occupied,ARM
3258,80,100,188000,22-08-2006,360,7.95,CA,629,Owner Occupied,ARM
3546,80,100,188000,08-09-2006,360,7.99,AZ,648,Owner Occupied,ARM
4495,80,80,188000,31-08-2006,480,8.99,CA,560,Owner Occupied,Fix
4500,80,100,188000,31-08-2006,360,7.775,FL,649,Owner Occupied,ARM
4897,71.07,71.07,187703,01-09-2006,360,7.875,CA,560,Owner Occupied,ARM
2224,80,100,187200,25-08-2006,360,8.75,NV,627,Owner Occupied,ARM
2244,80,80,187200,29-08-2006,360,8.95,TX,573,Owner Occupied,Fix
3350,80,100,187200,24-08-2006,360,7.99,FL,616,Owner Occupied,ARM
4392,80,80,187200,30-08-2006,360,6.625,AR,637,Owner Occupied,ARM
3979,95,95,187150,01-09-2006,480,9.8,OR,689,Investor Owned,ARM
2448,85,85,187000,22-05-2006,480,9.1,UT,627,Owner Occupied,ARM
4860,69.78,69.78,187000,25-08-2006,360,8.8,FL,565,Investor Owned,ARM
2739,87.25,87.25,186800,25-08-2006,360,8.6,CA,619,Owner Occupied,Fix
3750,87.97,87.97,186500,23-08-2006,360,8.25,NC,526,Owner Occupied,ARM
3877,90,90,186480,01-05-2006,360,7.25,WI,679,Owner Occupied,Fix
1092,95,95,186200,17-08-2006,360,8.9,AZ,605,Owner Occupied,ARM
612,89.86,96.62,186000,23-08-2006,360,9.15,NJ,653,Owner Occupied,ARM
547,85,85,185835,22-05-2006,360,6.99,LA,685,Owner Occupied,Fix
204,90,90,185760,15-08-2006,360,9.1,CA,582,Owner Occupied,ARM
2902,80,100,185600,31-08-2006,480,8.99,OR,681,Owner Occupied,ARM
3836,80,80,185600,31-08-2006,360,8.4,AZ,543,Owner Occupied,ARM
3843,80,80,185600,07-09-2006,360,9.48,RI,503,Owner Occupied,ARM
4200,80,100,185600,29-08-2006,360,8.05,FL,646,Owner Occupied,ARM
4594,80,100,185600,23-08-2006,360,7.5,AZ,669,Owner Occupied,ARM
3772,80,100,185484,27-04-2006,360,7.75,MN,588,Owner Occupied,ARM
425,90,90,185400,24-08-2006,480,8.75,IN,580,Owner Occupied,ARM
1333,68.67,68.67,185400,11-08-2006,360,9.2,AZ,505,Owner Occupied,ARM
2957,90,90,185400,30-08-2006,360,9.7,PA,540,Owner Occupied,ARM
4615,90,90,185400,30-08-2006,480,8.5,IL,560,Owner Occupied,ARM
4673,90,90,185252,08-09-2006,360,9.25,OK,592,Owner Occupied,ARM
46,95,95,185250,13-09-2006,360,6.8,FL,607,Owner Occupied,Fix
1412,65,65,185250,25-08-2006,360,6.875,RI,603,Owner Occupied,Fix
1458,95,95,185250,15-08-2006,360,8.4,AZ,630,Owner Occupied,ARM
4254,95,95,185250,19-09-2006,480,8.4,OH,649,Investor Owned,ARM
3115,80,100,185200,24-08-2006,360,7.5,CO,644,Owner Occupied,ARM
29,88.1,88.1,185000,30-08-2006,480,8.5,NJ,660,Owner Occupied,ARM
569,76.45,76.45,185000,31-08-2006,360,7.75,AZ,584,Owner Occupied,ARM
893,49.33,49.33,185000,29-08-2006,480,8.35,CA,561,Owner Occupied,ARM
2856,50.82,50.82,185000,06-09-2006,360,9.1,AZ,577,Owner Occupied,ARM
3045,72.27,72.27,185000,30-08-2006,360,9.15,IL,533,Owner Occupied,ARM
3434,80,100,184720,05-09-2006,480,8.55,FL,633,Owner Occupied,ARM
372,90,92.44,184500,31-08-2006,360,9.275,CO,548,Owner Occupied,ARM
1009,90,90,184500,22-08-2006,360,7.3,AZ,685,Second Home ÿÿ,ARM
1021,90,90,184500,30-08-2006,480,8.6,IL,674,Owner Occupied,ARM
1633,90,90,184500,08-09-2006,480,7.99,MD,622,Owner Occupied,Fix
1902,90,90,184500,30-08-2006,360,9.45,FL,631,Owner Occupied,ARM
2390,92.25,92.25,184500,07-09-2006,360,7.45,AZ,605,Owner Occupied,ARM
2470,90,90,184500,30-08-2006,360,7.5,AZ,649,Owner Occupied,Fix
4021,90,90,184500,30-08-2006,360,8.9,WA,510,Owner Occupied,ARM
4566,90,90,184500,28-08-2006,480,10.775,CO,627,Owner Occupied,ARM
4759,90,90,184500,29-08-2006,480,10.675,FL,634,Investor Owned,ARM
4872,90,90,184500,05-09-2006,360,6.625,MO,727,Owner Occupied,Fix
492,95,95,184300,10-08-2006,480,11.3,FL,613,Owner Occupied,ARM
1675,90,90,184230,21-08-2006,360,7.125,OR,707,Owner Occupied,Fix
449,90,90,184140,26-07-2006,360,9.99,PA,588,Investor Owned,ARM
1240,90,90,184050,30-08-2006,360,10.59,CA,571,Owner Occupied,ARM
159,80,100,184000,31-08-2006,360,7.65,WI,602,Owner Occupied,ARM
573,80,100,184000,24-08-2006,360,8.75,OR,624,Owner Occupied,ARM
1565,80,100,184000,31-08-2006,360,8.1,FL,647,Owner Occupied,ARM
1813,80,80,184000,23-08-2006,480,8.55,NJ,631,Investor Owned,ARM
1914,80,100,184000,28-08-2006,480,7.7,UT,602,Owner Occupied,ARM
2463,79.65,79.65,184000,31-08-2006,360,8.7,FL,537,Owner Occupied,ARM
2625,80,100,184000,05-09-2006,480,8.225,NJ,621,Owner Occupied,ARM
3362,90.64,90.64,184000,01-09-2006,360,7.5,WY,650,Owner Occupied,Fix
3393,77.69,77.69,184000,23-08-2006,360,7.7,NV,584,Owner Occupied,ARM
3809,80,80,184000,31-08-2006,480,8.99,AZ,510,Owner Occupied,Fix
3895,45.77,45.77,184000,30-08-2006,480,8.85,FL,519,Owner Occupied,Fix
3899,61.75,61.75,184000,21-08-2006,360,6.95,FL,608,Owner Occupied,Fix
3996,80,100,184000,05-09-2006,360,7.7,WA,632,Owner Occupied,ARM
4117,80,100,184000,30-08-2006,360,8.45,IL,630,Owner Occupied,ARM
4422,80,100,184000,31-08-2006,360,8.85,AZ,615,Owner Occupied,ARM
2293,75,75,183750,25-08-2006,360,8.85,FL,577,Investor Owned,ARM
920,80,100,183600,29-08-2006,360,7.8,UT,633,Owner Occupied,ARM
1069,80,100,183600,31-08-2006,360,7.6,AZ,614,Owner Occupied,ARM
1636,90,90,183600,18-08-2006,480,7.9,AZ,592,Owner Occupied,ARM
1798,85,85,183600,21-08-2006,360,9.3,FL,517,Owner Occupied,Fix
1906,85,85,183600,01-09-2006,360,7.99,FL,556,Owner Occupied,ARM
2045,90,90,183510,25-08-2006,360,8.9,FL,601,Owner Occupied,ARM
2652,95,95,183350,31-08-2006,360,8.2,CA,675,Owner Occupied,ARM
967,80,100,183200,11-08-2006,360,8.8,FL,649,Owner Occupied,ARM
