ID,LTV,CLTV,Orig_Bal,Orig_Date,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
4665,90,90,327600,07-09-2006,480,8,FL,691,Owner Occupied,Fix
4571,85,85,327250,31-08-2006,360,6.8,CA,645,Owner Occupied,ARM
4643,85,85,327250,31-08-2006,480,7.25,NY,578,Investor Owned,ARM
4161,80,100,327200,31-08-2006,480,6.55,CA,645,Owner Occupied,ARM
3060,84.94,84.94,327000,29-08-2006,360,7.25,NY,618,Owner Occupied,Fix
3151,94.78,94.78,327000,26-05-2006,360,5.99,MS,688,Owner Occupied,Fix
1756,95,95,326800,28-08-2006,480,8.8,IL,586,Owner Occupied,ARM
2403,90,90,326700,22-08-2006,480,8.3,FL,634,Owner Occupied,ARM
1042,80,80,326400,30-08-2006,360,9,CA,503,Owner Occupied,ARM
3598,80,100,326400,31-08-2006,480,8.5,CA,640,Owner Occupied,ARM
1715,75,75,326250,31-08-2006,360,9.79,FL,515,Owner Occupied,ARM
1451,89.78,89.78,325000,09-08-2006,360,8.9,NJ,524,Owner Occupied,ARM
3645,67.29,67.29,325000,25-08-2006,480,8.45,CA,531,Owner Occupied,ARM
3814,68.42,68.42,325000,23-08-2006,360,7.99,NY,596,Owner Occupied,ARM
4082,76.47,76.47,325000,30-08-2006,480,8.95,IL,632,Owner Occupied,ARM
1376,85,85,324700,16-08-2006,360,9.5,MD,527,Owner Occupied,ARM
2331,80,100,324160,31-08-2006,360,7.4,CA,638,Owner Occupied,ARM
466,90,90,324000,20-06-2006,480,8.3,MI,560,Owner Occupied,ARM
934,80,100,324000,23-08-2006,480,7.75,CA,644,Owner Occupied,ARM
1261,80,80,324000,28-08-2006,360,8.25,CA,600,Owner Occupied,ARM
1381,80,100,324000,31-08-2006,360,8.25,CA,652,Owner Occupied,ARM
1626,90,95,324000,06-09-2006,360,8.5,FL,713,Owner Occupied,ARM
2170,80,80,324000,23-08-2006,360,8.5,NC,590,Owner Occupied,ARM
2284,80,80,324000,11-09-2006,360,8.375,NJ,537,Owner Occupied,ARM
2830,90,90,324000,30-08-2006,480,8.25,PA,530,Owner Occupied,ARM
3259,90,90,324000,30-08-2006,360,8.9,WA,602,Owner Occupied,ARM
3768,80,100,324000,31-08-2006,360,7.5,CA,646,Owner Occupied,ARM
4222,80,100,324000,29-08-2006,480,7.7,CA,677,Owner Occupied,ARM
4267,88.77,88.77,324000,01-09-2006,480,8.15,CA,600,Owner Occupied,ARM
4409,80,100,324000,31-08-2006,360,8.1,NY,700,Owner Occupied,ARM
2982,80,80,323600,28-08-2006,360,8.625,PA,526,Owner Occupied,ARM
2911,85,85,323000,28-08-2006,480,8.85,NH,554,Owner Occupied,ARM
4050,89.97,89.97,323000,31-08-2006,480,8.4,CA,662,Investor Owned,ARM
4340,95,95,322525,14-09-2006,480,8.99,CA,605,Owner Occupied,ARM
3364,76.79,76.79,322500,15-09-2006,360,7.6,MD,600,Owner Occupied,Fix
400,90,90,322200,21-08-2006,360,7.65,RI,623,Owner Occupied,ARM
1595,95,95,322050,17-08-2006,360,9.1,CA,608,Owner Occupied,ARM
3181,95,95,322050,28-08-2006,480,9.05,MA,626,Owner Occupied,ARM
3570,88.22,88.22,322000,28-08-2006,480,7.1,MD,639,Owner Occupied,ARM
3184,80,80,321600,31-08-2006,360,9.85,NM,504,Owner Occupied,ARM
1216,81.27,81.27,321000,30-08-2006,360,7.8,MD,573,Owner Occupied,ARM
2325,90,90,320400,27-06-2006,480,8.5,CA,622,Owner Occupied,ARM
3230,79.03,79.03,320074,06-09-2006,360,9.125,NJ,675,Owner Occupied,ARM
170,74.42,74.42,320000,28-08-2006,360,9.2,NY,547,Owner Occupied,ARM
313,72.73,72.73,320000,30-08-2006,480,9.25,NJ,637,Owner Occupied,ARM
378,80,100,320000,01-09-2006,240,8.925,IL,652,Owner Occupied,ARM
434,80,80,320000,31-05-2006,480,7.45,CO,604,Owner Occupied,ARM
653,80,100,320000,29-08-2006,480,7.387,MA,652,Owner Occupied,ARM
896,80,100,320000,06-09-2006,360,7.5,CA,650,Owner Occupied,ARM
1504,80,100,320000,23-08-2006,360,7.5,FL,644,Owner Occupied,ARM
1858,80,100,320000,23-08-2006,360,7.8,FL,613,Owner Occupied,ARM
2140,66.67,66.67,320000,05-09-2006,360,9,NY,516,Owner Occupied,Fix
2851,100,100,320000,28-08-2006,360,8.7,MI,635,Owner Occupied,ARM
3976,79.01,79.01,320000,20-09-2006,480,8.875,FL,612,Owner Occupied,ARM
4562,80,100,320000,06-09-2006,360,8.85,CA,650,Owner Occupied,ARM
4641,78.05,78.05,320000,01-09-2006,360,9.25,CA,526,Owner Occupied,ARM
2657,90,90,319500,29-08-2006,360,7.475,CA,657,Owner Occupied,Fix
2713,90,90,319500,21-08-2006,480,8.9,WA,562,Owner Occupied,ARM
1817,80,100,319200,06-09-2006,360,6.65,CA,646,Owner Occupied,ARM
4426,80,100,319200,29-08-2006,360,7.5,NY,660,Owner Occupied,ARM
3589,75,75,318750,06-09-2006,480,7.65,NJ,601,Owner Occupied,ARM
3680,85,85,318750,23-08-2006,360,9.6,IL,579,Owner Occupied,ARM
424,95,95,318250,07-09-2006,360,7.85,AL,624,Owner Occupied,Fix
1264,95,95,318250,25-08-2006,360,9,FL,610,Owner Occupied,Fix
2260,95,95,318250,22-08-2006,360,9.1,CA,627,Owner Occupied,ARM
3749,95,95,318250,21-08-2006,360,8.25,NJ,657,Owner Occupied,ARM
2913,80,100,318000,29-08-2006,360,7.5,CA,714,Owner Occupied,ARM
617,80,100,317600,31-08-2006,360,6.75,CA,632,Owner Occupied,ARM
1815,90,90,317332,30-04-2006,360,6.99,MN,749,Owner Occupied,Fix
2397,68.91,68.91,317000,29-08-2006,360,8,NY,522,Owner Occupied,ARM
3927,91.88,91.88,317000,12-09-2006,480,8.75,MD,642,Owner Occupied,ARM
4476,80,100,316818,05-09-2006,360,7.5,CA,673,Owner Occupied,ARM
4768,90,90,316800,31-08-2006,360,8.25,FL,646,Owner Occupied,ARM
135,95,95,316350,05-09-2006,360,10.65,RI,638,Investor Owned,ARM
328,80,100,316000,31-08-2006,360,8.25,IL,675,Owner Occupied,ARM
371,80,100,316000,31-08-2006,480,7.35,CA,632,Owner Occupied,ARM
589,80,100,316000,30-08-2006,480,7.25,NY,650,Owner Occupied,ARM
1772,80,100,316000,24-08-2006,480,8.812,FL,684,Owner Occupied,ARM
222,90,90,315900,02-06-2006,480,9.5,MD,555,Owner Occupied,ARM
4620,95,95,315400,29-08-2006,360,9.25,UT,670,Investor Owned,ARM
3116,80,100,315312,22-08-2006,360,8.5,AZ,606,Owner Occupied,ARM
2199,80,100,315200,24-08-2006,360,7.25,CA,626,Owner Occupied,ARM
97,45,45,315000,30-08-2006,360,8,NJ,569,Owner Occupied,ARM
334,90,90,315000,29-08-2006,360,7.75,CA,666,Investor Owned,ARM
1357,100,100,315000,15-08-2006,480,9.99,IL,682,Owner Occupied,ARM
1507,90,94.93,315000,22-06-2006,360,8.925,FL,537,Owner Occupied,ARM
1899,79.95,79.95,315000,28-08-2006,480,7.95,NV,639,Owner Occupied,ARM
2433,90,90,315000,17-08-2006,360,8.35,PA,529,Owner Occupied,ARM
2700,73.6,73.6,315000,06-09-2006,360,7.95,MD,580,Owner Occupied,ARM
3711,69.23,69.23,315000,28-08-2006,360,8.35,FL,513,Owner Occupied,ARM
4014,90,90,315000,07-09-2006,360,10.6,CA,523,Owner Occupied,ARM
4294,90,90,315000,08-09-2006,480,9.25,CA,620,Owner Occupied,ARM
4341,90,90,315000,31-08-2006,480,7.25,CA,605,Owner Occupied,ARM
4464,90,90,315000,11-09-2006,360,8.85,FL,616,Owner Occupied,ARM
2418,85,85,314500,11-09-2006,360,9.9,IL,604,Owner Occupied,ARM
4339,85,85,314500,05-09-2006,360,7.2,LA,647,Owner Occupied,ARM
52,84.87,84.87,314000,24-04-2006,360,7.25,RI,680,Owner Occupied,Fix
2643,80,100,313600,07-09-2006,480,6.99,CA,653,Owner Occupied,ARM
4736,80,100,313600,18-08-2006,480,8.937,NJ,655,Owner Occupied,ARM
867,95,95,313500,23-06-2006,360,10.55,AL,615,Owner Occupied,ARM
2835,95,95,313500,30-08-2006,480,7.25,FL,620,Owner Occupied,ARM
4404,95,95,313500,01-09-2006,480,8,FL,703,Owner Occupied,ARM
1903,90,90,312840,18-04-2006,360,6.5,NJ,658,Owner Occupied,Fix
2595,95,95,312550,17-08-2006,480,9.95,PA,696,Owner Occupied,ARM
4700,92.46,92.46,312500,29-08-2006,360,7.75,CA,722,Owner Occupied,ARM
1855,90,90,312300,28-04-2006,360,7.85,AZ,658,Owner Occupied,Fix
437,80,100,312000,23-08-2006,360,6.9,CA,610,Owner Occupied,ARM
1343,80,100,312000,05-09-2006,360,7.15,CA,679,Owner Occupied,ARM
1523,80,100,312000,23-08-2006,480,7.5,CA,651,Owner Occupied,ARM
1905,80,100,312000,30-08-2006,360,7.42,MD,666,Owner Occupied,ARM
2057,80,100,312000,06-09-2006,480,8.288,CA,658,Owner Occupied,ARM
2472,80,100,312000,23-08-2006,360,7.65,MD,604,Owner Occupied,ARM
2823,80,80,312000,05-09-2006,360,8.15,MD,565,Owner Occupied,ARM
2854,80,100,312000,31-08-2006,360,6.75,HI,656,Owner Occupied,ARM
3127,80,100,312000,31-08-2006,480,8.475,CA,640,Owner Occupied,ARM
3444,80,80,312000,14-08-2006,480,7.05,CA,595,Owner Occupied,ARM
3761,80,80,312000,30-08-2006,360,7.65,MD,512,Owner Occupied,ARM
4178,80,80,312000,29-08-2006,360,7.05,NY,552,Owner Occupied,ARM
4352,80,100,312000,31-08-2006,360,8.05,GA,605,Owner Occupied,ARM
4482,78.99,78.99,312000,31-08-2006,480,7.99,CA,524,Owner Occupied,ARM
1077,71.56,71.56,311300,28-08-2006,480,8.1,FL,534,Owner Occupied,Fix
47,80,100,311200,10-08-2006,480,7.15,NY,656,Owner Occupied,ARM
675,80,100,311200,30-08-2006,360,7.75,NJ,652,Owner Occupied,ARM
1249,80,100,311200,31-08-2006,360,6.95,FL,692,Owner Occupied,ARM
4345,80,100,311200,31-08-2006,360,7.8,FL,612,Owner Occupied,ARM
3878,93.68,93.68,311000,31-08-2006,360,7.25,CO,666,Owner Occupied,ARM
1228,90,90,310500,17-08-2006,360,9.23,NE,552,Owner Occupied,ARM
1602,90,90,310500,13-06-2006,480,7.55,CO,562,Owner Occupied,ARM
1804,90,90,310500,24-08-2006,480,8.1,NV,535,Owner Occupied,Fix
2399,90,90,310500,21-08-2006,360,8.9,CA,648,Investor Owned,ARM
2458,90,90,310500,16-08-2006,360,7.9,NY,638,Investor Owned,ARM
1745,80,100,310400,31-08-2006,480,7.9,FL,613,Owner Occupied,ARM
2195,85,85,310250,31-08-2006,360,8.65,MA,563,Owner Occupied,ARM
4437,85,85,310250,05-09-2006,360,10,RI,638,Investor Owned,ARM
4787,57.41,57.41,310010,31-08-2006,360,7.125,CA,661,Owner Occupied,ARM
2676,89.86,89.86,310000,23-08-2006,480,8.6,CA,558,Owner Occupied,ARM
3491,95,95,309700,28-08-2006,480,9.75,CA,603,Owner Occupied,ARM
4605,80,100,309600,17-08-2006,360,7.99,CA,669,Owner Occupied,ARM
719,95,95,308750,22-08-2006,360,9.087,FL,660,Owner Occupied,ARM
1338,95,95,308750,05-09-2006,360,7.25,FL,706,Owner Occupied,Fix
4709,85,85,308550,15-09-2006,480,7.99,NJ,524,Owner Occupied,ARM
2527,90,90,308001,21-08-2006,480,7.5,MN,598,Owner Occupied,ARM
633,80,100,308000,16-08-2006,360,7.4,NV,640,Owner Occupied,ARM
3199,80,100,308000,23-08-2006,360,7.1,CA,639,Owner Occupied,ARM
3200,80,100,308000,18-08-2006,480,7.7,CA,673,Owner Occupied,ARM
3232,80,100,308000,15-08-2006,360,8.2,CA,683,Owner Occupied,ARM
3349,80,100,308000,24-08-2006,360,7.75,CA,657,Owner Occupied,ARM
3414,80,100,308000,31-08-2006,360,7.4,CA,617,Owner Occupied,ARM
1053,80,100,307996,14-09-2006,360,8.35,CA,685,Owner Occupied,ARM
3325,85,85,307700,15-09-2006,480,7.35,CA,632,Owner Occupied,ARM
1718,75,75,307500,28-08-2006,480,8.65,NY,551,Owner Occupied,ARM
2558,75,75,307500,17-08-2006,360,10.7,NM,503,Owner Occupied,Fix
3182,75,75,307500,23-08-2006,360,9.15,CA,587,Owner Occupied,ARM
4560,90,90,306900,08-09-2006,360,9.2,CA,642,Owner Occupied,ARM
1304,80,100,306800,24-08-2006,480,7.5,CA,610,Owner Occupied,ARM
642,90,90,306000,25-08-2006,360,9.6,TX,764,Investor Owned,ARM
2614,90,90,306000,25-08-2006,360,8.5,CT,570,Owner Occupied,ARM
3710,80,100,306000,14-09-2006,360,6.35,CA,680,Owner Occupied,ARM
4266,90,90,306000,31-08-2006,360,6.95,PA,620,Owner Occupied,ARM
4683,80,80,306000,01-09-2006,480,7.85,MA,528,Owner Occupied,ARM
3300,90,90,305991,06-09-2006,480,7.75,CA,682,Investor Owned,ARM
4322,85,85,305915,12-09-2006,360,10.15,TX,531,Owner Occupied,ARM
1010,80,100,305600,16-08-2006,480,7.65,CA,687,Owner Occupied,ARM
4762,73.79,73.79,305500,12-09-2006,360,9.2,NJ,505,Owner Occupied,ARM
2904,90,90,305100,22-08-2006,360,9.3,NJ,605,Investor Owned,ARM
1437,58.65,58.65,305000,23-08-2006,480,6.5,NY,582,Owner Occupied,Fix
1987,90,90,305000,28-04-2006,360,7.6,CA,654,Owner Occupied,Fix
2343,90,90,305000,10-04-2006,360,7.3,HI,643,Owner Occupied,Fix
3964,87.14,87.14,305000,31-08-2006,480,7.75,NJ,672,Investor Owned,Fix
3638,90,90,304200,30-08-2006,360,7.55,AZ,520,Owner Occupied,Fix
197,80,100,304000,11-08-2006,480,8.887,NJ,648,Owner Occupied,ARM
1640,80,80,304000,28-08-2006,360,6.85,CA,621,Owner Occupied,ARM
1872,95,95,304000,22-08-2006,360,7.75,CT,657,Owner Occupied,ARM
1934,80,100,304000,20-06-2006,480,7.05,CA,614,Owner Occupied,ARM
2800,95,95,304000,30-08-2006,360,7.3,IL,688,Owner Occupied,ARM
4052,95,95,304000,31-08-2006,480,8.75,CA,621,Owner Occupied,ARM
4174,80,100,304000,11-09-2006,360,6.65,CA,662,Owner Occupied,ARM
4395,95,100,304000,31-08-2006,360,9,CA,701,Investor Owned,ARM
4689,80,100,304000,31-08-2006,360,7.5,CA,648,Owner Occupied,ARM
4904,95,95,304000,06-09-2006,360,8.5,RI,606,Owner Occupied,ARM
3810,75,75,303750,15-09-2006,360,9.35,NJ,668,Owner Occupied,ARM
2568,80,100,303200,29-08-2006,360,7.99,NV,653,Owner Occupied,ARM
4424,51.8,51.8,303000,12-09-2006,360,6.85,CA,745,Owner Occupied,Fix
2885,89.86,89.86,302750,17-04-2006,360,7.375,CA,684,Owner Occupied,Fix
2437,85,85,302600,13-04-2006,360,7.3,AZ,664,Owner Occupied,Fix
4203,80,97.99,302400,07-09-2006,360,7.7,FL,601,Owner Occupied,Fix
300,100,100,302305,23-08-2006,360,9.5,TX,590,Owner Occupied,ARM
121,85,85,301750,18-08-2006,360,9.45,CA,560,Owner Occupied,ARM
3504,76.01,76.01,301750,01-09-2006,480,7.99,IL,634,Owner Occupied,ARM
2637,90,90,301500,08-09-2006,360,9.65,CA,634,Owner Occupied,ARM
3397,90,90,301500,24-07-2006,360,8.15,NJ,518,Owner Occupied,ARM
4475,90,90,301500,30-08-2006,360,8.1,FL,599,Owner Occupied,ARM
4555,90,90,301500,30-08-2006,360,8.25,CA,614,Owner Occupied,ARM
4752,90,90,301050,31-08-2006,480,8.4,NV,706,Second Home ÿÿ,ARM
3735,70,70,301000,16-08-2006,360,9.95,NY,547,Owner Occupied,ARM
7,75,75,300000,30-08-2006,360,10.05,WA,532,Owner Occupied,ARM
13,80,100,300000,31-08-2006,360,7.45,MN,633,Owner Occupied,ARM
143,80,100,300000,14-09-2006,360,7.99,CA,631,Owner Occupied,ARM
289,68.18,68.18,300000,30-08-2006,360,8.25,NY,515,Owner Occupied,ARM
546,80,100,300000,28-08-2006,360,7.99,CA,647,Owner Occupied,ARM
669,81.15,81.15,300000,14-08-2006,480,7.55,MD,601,Owner Occupied,Fix
693,80,99.73,300000,31-05-2006,480,8.375,NY,632,Owner Occupied,ARM
699,80,100,300000,30-08-2006,360,7.6,NJ,640,Owner Occupied,ARM
716,80,100,300000,21-08-2006,360,7.05,FL,614,Owner Occupied,ARM
1054,80,100,300000,18-08-2006,360,8,CA,633,Owner Occupied,ARM
1129,80,100,300000,08-09-2006,360,6.65,CA,641,Owner Occupied,ARM
1863,75,75,300000,16-08-2006,480,8.1,NJ,522,Owner Occupied,ARM
2033,80,100,300000,05-09-2006,360,7.9,CA,645,Owner Occupied,ARM
2485,80,80,300000,22-08-2006,480,10.3,MD,536,Owner Occupied,ARM
2594,80,100,300000,30-08-2006,480,7.85,FL,674,Owner Occupied,ARM
3052,80,100,300000,16-08-2006,360,7.1,CA,644,Owner Occupied,ARM
3177,75,75,300000,01-09-2006,360,9.25,CA,613,Owner Occupied,ARM
3294,75,75,300000,23-08-2006,360,7.5,NJ,584,Owner Occupied,ARM
3607,80,100,300000,29-08-2006,480,7.2,CA,609,Owner Occupied,ARM
3639,80,100,300000,30-08-2006,360,8.3,WA,667,Owner Occupied,ARM
3789,80,80,300000,05-09-2006,480,7.4,MD,593,Owner Occupied,ARM
3870,80,80,300000,07-09-2006,480,9.1,AZ,528,Owner Occupied,ARM
4038,44.44,44.44,300000,18-09-2006,480,8.4,NY,608,Owner Occupied,ARM
4338,89.55,89.55,300000,07-09-2006,360,10.9,CA,601,Owner Occupied,ARM
4452,80,100,300000,31-08-2006,480,8.95,CA,756,Owner Occupied,ARM
4453,77.52,77.52,300000,29-08-2006,360,7,FL,547,Owner Occupied,ARM
4840,45.46,45.46,300000,06-09-2006,360,7.937,CA,643,Owner Occupied,ARM
1342,90,90,299700,24-07-2006,360,7.3,MD,607,Owner Occupied,ARM
196,73.95,73.95,299500,05-09-2006,360,8.975,MD,508,Owner Occupied,ARM
2441,89.4,89.4,299500,05-09-2006,480,8.863,TX,662,Owner Occupied,Fix
1174,95,95,299250,05-09-2006,360,7.5,NJ,637,Owner Occupied,ARM
3648,95,95,299250,29-08-2006,480,7.7,NY,587,Owner Occupied,Fix
4526,95,95,299250,30-08-2006,360,7.75,FL,720,Owner Occupied,Fix
241,95,95,299093,29-08-2006,360,9.25,UT,670,Investor Owned,ARM
4348,89.79,89.79,299000,07-09-2006,360,6.5,HI,746,Owner Occupied,Fix
985,90,90,298800,25-08-2006,360,7.35,NJ,649,Owner Occupied,ARM
1211,90,90,298800,25-08-2006,360,8.2,MD,523,Owner Occupied,ARM
273,90,90,298350,18-08-2006,360,7.95,NV,639,Owner Occupied,Fix
1354,90,90,298350,31-08-2006,480,7.65,AZ,758,Investor Owned,ARM
208,90.27,90.27,297900,15-08-2006,360,8,FL,617,Owner Occupied,Fix
2406,85,85,297500,31-08-2006,360,7.5,NY,589,Owner Occupied,Fix
2241,85,85,297457,24-08-2006,480,7.8,WA,559,Owner Occupied,ARM
422,88.66,88.66,297000,05-09-2006,360,9.05,IL,587,Owner Occupied,ARM
2607,90,90,297000,31-08-2006,360,8.4,CA,539,Owner Occupied,ARM
3012,90,90,297000,21-08-2006,480,9.5,MD,593,Owner Occupied,ARM
3845,90,90,297000,11-09-2006,360,8.75,MI,614,Owner Occupied,Fix
4067,90,90,297000,28-08-2006,480,9.55,IL,580,Owner Occupied,ARM
78,90,90,296991,09-08-2006,480,8.99,FL,557,Owner Occupied,ARM
3564,95,95,296400,30-08-2006,480,6.5,HI,710,Owner Occupied,Fix
1364,80,100,296376,17-08-2006,480,7.3,NY,659,Owner Occupied,ARM
45,75,75,296250,14-09-2006,360,9.5,FL,558,Owner Occupied,ARM
924,75,75,296250,22-08-2006,360,9.55,WA,547,Owner Occupied,ARM
2141,75,75,296250,24-08-2006,360,9.65,CA,502,Owner Occupied,ARM
1088,80,100,296000,06-09-2006,360,6.75,CA,666,Owner Occupied,ARM
2210,80,100,296000,21-08-2006,480,6.75,CT,619,Owner Occupied,ARM
2371,80,100,296000,31-08-2006,480,7.7,NY,664,Owner Occupied,ARM
2788,80,100,296000,08-09-2006,480,7.575,CA,654,Owner Occupied,ARM
3327,80,100,296000,24-08-2006,360,7.99,CA,603,Owner Occupied,ARM
3907,80,80,296000,23-08-2006,360,10.5,NY,551,Owner Occupied,ARM
4773,80,100,295920,31-08-2006,360,7.15,MD,614,Owner Occupied,ARM
1396,80,100,295200,21-08-2006,480,7.1,FL,619,Owner Occupied,ARM
2402,80,100,295200,24-08-2006,480,7.4,CA,637,Owner Occupied,ARM
2585,50.86,50.86,295000,11-09-2006,360,7.75,NY,634,Owner Occupied,Fix
3449,51.75,51.75,295000,24-08-2006,480,7.725,NY,594,Owner Occupied,ARM
4104,76.62,76.62,295000,30-08-2006,480,8.7,FL,552,Owner Occupied,ARM
3450,90,90,294750,18-08-2006,360,7.875,FL,641,Investor Owned,ARM
2166,86.62,86.62,294500,28-08-2006,360,7.9,MD,626,Owner Occupied,Fix
2975,95,95,294500,31-08-2006,480,9.2,FL,620,Owner Occupied,ARM
3674,95,95,294500,30-08-2006,480,10.1,IL,614,Owner Occupied,ARM
3801,95,95,294500,28-08-2006,360,8.85,FL,604,Owner Occupied,ARM
484,90,100,294300,31-08-2006,360,9.15,NV,574,Owner Occupied,ARM
3960,90,90,294300,31-08-2006,480,7.99,CA,589,Owner Occupied,ARM
1623,68.37,68.37,294000,28-08-2006,360,8.77,IL,519,Owner Occupied,ARM
2979,87.74,87.74,294000,03-04-2006,180,6.99,NJ,728,Owner Occupied,Fix
4008,80,100,293600,07-09-2006,480,6.9,CA,638,Owner Occupied,ARM
2521,85,85,293250,21-08-2006,480,9.05,IL,551,Owner Occupied,ARM
1238,56.02,56.02,293000,12-09-2006,360,6.65,CA,554,Owner Occupied,Fix
1650,69.43,69.43,293000,30-08-2006,360,10.7,CA,545,Owner Occupied,ARM
1931,84.93,84.93,293000,29-08-2006,360,9.9,CA,532,Owner Occupied,ARM
508,73.13,73.13,292500,31-05-2006,360,8.55,IL,528,Owner Occupied,ARM
3513,83.67,83.67,292500,21-08-2006,360,8.15,PA,638,Owner Occupied,Fix
3575,37.72,37.72,292315,07-09-2006,480,7.99,CA,569,Owner Occupied,ARM
251,80,100,292000,28-08-2006,360,7.65,FL,753,Owner Occupied,ARM
1339,80,100,292000,31-08-2006,360,7.15,CA,645,Owner Occupied,ARM
1593,80,100,292000,21-08-2006,360,7.45,CA,673,Owner Occupied,ARM
1882,80,100,292000,22-08-2006,360,8.8,CA,695,Owner Occupied,ARM
3078,83.89,83.89,292000,07-04-2006,300,6.875,NJ,768,Owner Occupied,Fix
1915,95,95,291493,07-09-2006,360,7.9,CA,710,Owner Occupied,ARM
1881,80,100,291200,22-08-2006,360,6.85,WA,640,Owner Occupied,ARM
1118,79.95,79.95,291000,10-08-2006,360,9.2,CA,537,Owner Occupied,ARM
3824,67.67,67.67,291000,24-08-2006,360,7.75,NJ,536,Owner Occupied,ARM
1996,80,100,290864,30-08-2006,360,7.9,NY,647,Owner Occupied,ARM
2833,90,100,290700,28-08-2006,360,8.65,CO,522,Owner Occupied,Fix
1967,89.99,89.99,290400,18-08-2006,360,7.7,CA,651,Owner Occupied,ARM
129,80,100,290320,23-08-2006,360,6.95,UT,663,Owner Occupied,ARM
3419,90,90,290070,31-08-2006,360,6.75,WA,739,Owner Occupied,Fix
303,56.31,56.31,290000,31-08-2006,480,8.225,FL,629,Owner Occupied,Fix
764,77.13,77.13,290000,29-08-2006,480,7.55,FL,635,Owner Occupied,ARM
4335,79.02,79.02,290000,07-09-2006,480,6.75,FL,606,Owner Occupied,ARM
4450,89.78,89.78,290000,31-08-2006,480,8.95,FL,659,Investor Owned,ARM
1051,80,100,289955,18-08-2006,480,7.275,CA,631,Owner Occupied,ARM
4351,90,90,289800,05-09-2006,360,8.875,MN,623,Owner Occupied,ARM
1090,95,95,289750,07-04-2006,480,7.9,AZ,625,Owner Occupied,ARM
4802,65,65,289250,18-09-2006,480,8.25,NJ,526,Owner Occupied,ARM
3943,95,100,288790,06-09-2006,360,7.5,CA,664,Owner Occupied,ARM
2088,74.81,74.81,288750,28-08-2006,360,8.1,FL,554,Owner Occupied,ARM
2464,75,75,288750,21-08-2006,360,7.99,NY,557,Owner Occupied,ARM
521,90,90,288000,03-05-2006,360,8.6,NJ,629,Investor Owned,ARM
525,80,100,288000,08-09-2006,360,7.85,CA,601,Owner Occupied,ARM
964,80,100,288000,11-09-2006,480,6.8,WA,624,Owner Occupied,ARM
1461,80,80,288000,25-08-2006,480,7.99,CA,589,Owner Occupied,ARM
2620,80,100,288000,22-08-2006,360,7.75,CA,626,Owner Occupied,ARM
2651,80,100,288000,28-08-2006,480,7.2,NJ,663,Owner Occupied,ARM
3235,89.16,89.16,288000,08-09-2006,360,10.25,CA,576,Owner Occupied,ARM
3256,92.31,92.31,288000,18-08-2006,360,7.6,IL,675,Owner Occupied,ARM
3462,90,90,288000,31-08-2006,360,8.7,MD,556,Owner Occupied,ARM
3764,84.71,84.71,288000,30-08-2006,480,9.55,CA,663,Owner Occupied,ARM
3987,90,90,288000,18-09-2006,360,7.75,WA,645,Owner Occupied,ARM
4074,80,100,288000,12-09-2006,480,8.1,NH,684,Owner Occupied,ARM
4165,80,100,288000,31-08-2006,360,7.775,CA,611,Owner Occupied,ARM
4290,80,100,288000,31-08-2006,360,7.8,FL,606,Owner Occupied,ARM
1548,77.81,77.81,287900,16-08-2006,360,8.55,NY,538,Owner Occupied,ARM
169,80,100,287200,15-08-2006,480,8.95,NJ,652,Owner Occupied,ARM
423,80,100,287200,31-08-2006,480,7.25,CA,618,Owner Occupied,ARM
4811,87,87,287100,14-08-2006,360,9.1,NV,528,Owner Occupied,ARM
3281,89.97,89.97,287000,14-04-2006,360,6.99,PA,740,Owner Occupied,Fix
1740,68.21,68.21,286500,07-09-2006,360,7.65,NJ,550,Owner Occupied,ARM
2299,75,75,286500,22-08-2006,360,7.05,NJ,551,Owner Occupied,Fix
539,90,90,286470,16-08-2006,360,8.4,HI,643,Owner Occupied,Fix
3318,90,90,286410,17-04-2006,180,6.25,PA,733,Owner Occupied,Fix
3183,80,100,286400,18-08-2006,480,7.95,CA,657,Owner Occupied,ARM
4151,80,80,286400,18-09-2006,480,8.95,NJ,550,Owner Occupied,ARM
1930,80,100,286392,18-08-2006,360,8.25,CA,675,Owner Occupied,ARM
3770,89.38,89.38,286000,31-08-2006,480,7.75,CA,605,Owner Occupied,ARM
1567,80,100,285600,22-08-2006,480,8.512,CA,650,Owner Occupied,ARM
4537,85,85,285600,06-09-2006,360,7.35,MD,655,Owner Occupied,ARM
4590,90,90,285300,12-09-2006,360,10.6,TX,681,Investor Owned,ARM
1935,95,95,285000,29-08-2006,480,7.55,CA,641,Owner Occupied,ARM
2425,95,95,285000,28-08-2006,360,9.75,NY,602,Owner Occupied,ARM
2616,75,75,285000,29-08-2006,360,8.95,CA,545,Owner Occupied,ARM
3072,49.57,49.57,285000,11-09-2006,480,7.25,CA,543,Owner Occupied,Fix
3409,86.94,86.94,285000,22-08-2006,300,8.5,CA,677,Owner Occupied,Fix
3460,56.44,56.44,285000,23-08-2006,360,7.4,NY,535,Owner Occupied,ARM
3751,95,95,285000,29-08-2006,360,7.125,RI,726,Owner Occupied,Fix
3875,95,95,285000,11-09-2006,480,8.99,NV,591,Owner Occupied,ARM
2080,95,95,284905,17-08-2006,480,10.15,AZ,605,Owner Occupied,ARM
391,82.54,82.54,284750,31-08-2006,360,9.1,NJ,504,Owner Occupied,ARM
